47,The absence of any transformation when buffer replaces the cell preparation implicates these various compounds as intermediates in a biological synthesis of trimethylarsine.A variety of octane-utilizing bacteria and fungi were screened for growth on some terminally branched dimethyloctane derivatives to explore the effects of iso- and anteiso-termini on the biodegradability of such hydrocarbons.
48,"Of 27 microbial strains tested, only 9 were found to use any of the branched hydrocarbons tested as a sole carbon source, and then only those hydrocarbons containing at least one iso-terminus were susceptible to degradation."
49,Anteiso-or isopropenyl termini prevented biodegradation.
50,None of the hydrocarbonoclastic yeasts tested was able to utilize branched-hydrocarbon growth sustrates.
51,"In the case of pseudomonads containing the OCT plasmid, whole-cell oxidation of n-octane was poorly induced by terminally branched dimethyloctanes."
52,"In the presence of a gratuitous inducer of the octane-oxidizing enzymes, the iso-branched 2,7-dimethyloctane was slowly oxidized by whole cells, whereas the anteiso-branched 3,6-dimethyloctane was not oxidized at all."
53,"This microbial sampling dramatically illustrated the deleterious effect of alkyl branching, especially anteiso-terminal branching, on the biodegradation of hydrocarbons.With different soil and water samples as inoculum and the benzimidazole fungicides benomyl (either as Benlate or as the pure compound) and thiabendazole as selective agents, a large number of, mainly fluorescent, Pseudomonas strains were isolated which nearly all were able to grow in a mineral medium with benomyl as the sole source of carbon."
54,"However, no growth occurred with any of a series of other benzimidazole compounds, viz."
55,"benzimidazole, 2-aminobenzimidazole (2-AB), thiabendazole and fuberidazole."
56,"Although benomyl--or rather its non-enzymatic breakdown product methyl benzimidazol-2-yl carbamate (MBC)--was partially degraded to 2-AB, most probably n-butylamine, which arises after splitting off of the butylcarbamoyl side chain, was the actual carbon source for the Pseudomonas isolates."
57,"When incorporated in a lactate medium, 2-AB markedly inhibited the growth of Pseudomonas spp."
58,"at a concentration of 250 microgram/ml, with complete inhibition being attained at 500 microgram/ml."
59,For Bacillus spp.
60,"grown in liquid peptone media benzimidazole compounds were inhibitory at concentrations of 500-1000 microgram/ml, with a toxicity increasing in the order: benzimidazole less than thiabendazole less than MBC less than 2-AB.The ability of various pseudomonads to utilize acyclic isoprenoids as a sole carbon source was investigated."
61,"Tests for utilization of acyclic isoprenols such as citronellol and geraniol were complicated by toxic effects of these alcohols, and most species tested were killed by exposure to citronellol or geraniol (0.1%, vol/vol) in liquid culture."
62,"In the case of Pseudomonas citronellolis, sensitivity to isoprenols is reduced by prior induction of the isoprenoid degradative pathway via either growth on succinate in the presence of citronellol or growth on citronellic acid."
63,"For this species, citronellic acid proved to be the best isoprenoid growth substrate tested."
64,Geraniol utilization as a taxonomic indicator for different subgroups of pseudomonads is discussed.
65,Only a few of the species tested were able to utilize acyclic isoprenoids.
66,"Two species which utilize C10 acyclic isoprenoids, P. aeruginosa and P. mendocina, were shown to contain the inducible enzyme geranyl-coenzyme A carboxylase, one of the unique enzymes in the isoprenol degradative pathway known to occur in P. citronellolis."
67,"Of the species which utilized geranitol, none showed definite growth on the homologous C15 and C20 isoprenols.A ketone monooxygenase was purified from cells of Pseudomonas cepacia grown on 2-tridecanone as sole carbon source."
68,"Enzyme stability is maintained by the addition of ethanol, EDTA, and dithiothreitol."
69,"Stoichiometric studies show that for 1 mol of undecyl acetate formed, 1 mol of O2 is consumed and 1 mol of NADPH is oxidized."
70,"The monooxygenase, purified to homogeneity, has a molecular weight of approximately 123,000 and consists of two equal subunits with molecular weights of 55,000."
71,The enzyme contains FAD and exhibits absorption maxima at 375 and 488 nm.
72,"Enzyme activity is inhibited by thiol-active reagents and the inhibition by the cations, cadmium, copper, zinc, and mercury, is reversed by dithiothreitol, indicating the presence of essential sulfhydryl groups."
73,Substrate specificity tests show that acetate esters are formed from methyl ketones from C-7 through C-14.
74,The oxygenase is also active on isomers of 2-tridecanone forming esters from 3- through 7-tridecanone.
75,"With 6-tridecanone, two esters are formed, heptyl hexanoate and pentyl octanoate, indicating that oxygen is inserted on either side of the carbonyl group."
76,"In addition, the enzyme catalyzes the lactonization of the cyclic ketone, cyclopentanone, with the formation of 5-valerolactone.A comparison of the oxidation rates of various compounds by whole cells of Pseudomonas putida 3, 5 indicated that m-cresol is metabolized by oxidation to 3-hydroxybenzoate followed by hydroxylation to gentisate, the ring-fission substrate, when grown with 3, 5-xylenol."
77,"However, when m-cresol was the growth substrate, similar experiments suggested a different pathway involving a methyl-substituted catechol, and ring-fission by meta cleavage."
78,Assays of ring-fission enzymes in cell-free extracts confirmed that different pathways are induced by the two growth substrates.
79,"3, 5-Xylenol-grown cells contained high levels of gentisate oxygenase and only very small amounts of catechol oxygenase, whereas gentisate ocygenase could not be detected in m-cresol-grown cells, but levels of catechol oxygenase were greatly increased."
80,"Extracts of m-cresol-grown cells also contained 2-hydroxymuconic semialdehyde dehydrogenase and hydrolase, whose specificities enable them to metabolize the ring-fission products from catechol, 3-methylcatechol, and 4-methylcatechol."
81,This catechol pathway is also used by m-cresol-grown cells for p-cresol metabolism.
82,"In contrast, the results for cells grown with p-cresol point to an alternative pathway involving oxidation to 4-hydroxybenzoate and hydrosylation to protocatechuate as ring-fission substrate."
83,"Extracts of these cells contained high levels of protocatechuate oxygenase and only small amounts of catechol oxygenase.In studying the transformation of diazepam (7-chloro-1-methyl-5-phenyl-1,3-dihydro-2H-1,4-benzodiazepin-2-one) by fungi isolated from soil."
84,N1-demethylation and cleavage of the diazepine ring were observed.
85,"Three metabolites: 7-chloro-5-phenyl-1,3-dihydro-2H-1,4-benzodiazepin-2-one, 2-acetamido-2""-benzoyl-4""-chloroacetanilide and 2-acetamido-2""-benzoyl-4""-chloro-N-methylacetanilide were isolated and identified.None of the monofluorobenzoates serves as sole source of carbon and energy for growth of Acinetobacter calcoaceticus but all can contribute to growth on other substrates."
86,The monofluorobenzoates are oxidised by bacteria pre-induced for benzoate oxidation and can themselves induce the appropriate enzymes.
87,The initial products of oxidation have been separated and identified by gas-liquid chromatography.
88,"2-Flurobenzoate is oxidised to catechol, fluoride and 3-fluorocatechol; 3-fluorobenzoate gives 3- and 4-fluorocatechol; 4-fluorobenzoate gives 4-fluorocatechol."
89,"The fluorocatechols appear to be partially oxidised beyond the stage of 3-oxoadipate by suitably pre-induced bacteria.Enrichment cultures yielded two strains of Pseudomonas putida capable of growth with orcinol (3,5-dihydroxytoluene) as the sole source of carbon."
90,"Experiments with cell suspensions and cell extracts indicate that orcinol is metabolized by hydroxylation of the benzene ring followed successively by ring cleavage and hydrolyses to give 2 mol of acetate and 1 mol of pyruvate per mol of orcinol as shown: orcinol leads to 2,3,5-trihydroxytoluene leads to 2,4,6-trioxoheptanoate leads to acetate + acetylpyruvate leads to acetate + pyruvate."
91,"Evidence for this pathway is based on: (i) high respiratory activities of orcinol-grown cells towards 2,3,5-trihydroxytoluene; (ii) transient accumulation of a quinone, probably 2-hydroxy-6-methyl-1,4-benzoquinone, during grouth with orcinol; (iii) formation of pyruvate and acetate from orcinol, 2,3,5-trihydroxytoluene, and acetylpyruvate catalyzed by extracts of orcinol, but not by succinate-grown cells; (iv) characterization of the product of oxidation of 3-methylcatechol (an analogue of 2,3,5-trihydroxytoluene) showing that oxygenative cleavage occurs between carbons bearing methyl and hydroxyl substituents; (v) transient appearance of a compound having spectral properties similar to those of acetylpyruvate during 2,3,5-trihydroxytoluene oxidation by extracts of orcinol-grown cells."
92,"Orcinol hydroxylase exhibits catalytic activity when resorcinol or m-cresol is substituted for orcinol; hydroxyquinol and 3-methylcatechol are substrates for the ring cleavage enzyme 2,3,5-trihydroxytoluene-1,2-oxygenase."
93,The enzymes of this pathway are induced by growth with orcinol but not with glucose or succinate.1.
94,The isolation of trimethylamine dehydrogenase (EC 1.5.99.7) from a restricted facultative methylotroph to electrophoretic homogeneity is described.
95,2
96,The molecular weight and subunit molecular weights were found to be 146800 for the enzyme by sedimentation equilibrium ultracentrifugation and 70000-80000 for the two non-identical subunits by sodium dodecyl sulphate gel electrophoresis.
97,3
98,Initial velocity studies indicate that the enzymatic reaction proceeds by a Ping-Pong mechanism.
99,4
100,"Further kinetic evidence was obtained by analysis of product inhibition patterns using the alternate substrate diethylamine and the products acetaldehyde and ethylamine as product inhibitors, for the release of ethylamine before the addition of phenazine methosulphate and for the existence of an enzyme-two-carbon unit complex as a stable form of the enzyme."
101,5
102,Some properties of the unusual prosthetic group of trimethylamine dehydrogenase and its photodegradation product are described in preliminary form.The xylene monooxygenase system encoded by the TOL plasmid pWW0 of Pseudomonas putida catalyses the hydroxylation of a methyl side-chain of toluene and xylenes.
103,"Genetic studies have suggested that this monooxygenase consists of two different proteins, products of the xylA and xylM genes, which function as an electron-transfer protein and a terminal hydroxylase, respectively."
104,"In this study, the electron-transfer component of xylene monooxygenase, the product of xylA, was purified to homogeneity."
105,Fractions containing the xylA gene product were identified by its NADH:cytochrome c reductase activity.
106,"The molecular mass of the enzyme was determined to be 40 kDa by SDS/PAGE, and 42 kDa by gel filtration."
107,"The enzyme was found to contain 1 mol/mol of tightly but not covalently bound FAD, as well as 2 mol/mol of non-haem iron and 2 mol/mol of acid-labile sulfide, suggesting the presence of two redox centers, one FAD and one  cluster/protein molecule."
108,"The oxidised form of the protein had absorbance maxima at 457 nm and 390 nm, with shoulders at 350 nm and 550 nm."
109,These absorbance maxima disappeared upon reduction of the protein by NADH or dithionite.
110,"The NADH:acceptor reductase was capable of reducing either one- or two-electron acceptors, such as horse heart cytochrome c or 2,6-dichloroindophenol, at an optimal pH of 8.5."
111,The reductase was found to have a Km value for NADH of 22 microM.
112,The oxidation of NADH was determined to be stereospecific; the enzyme is pro-R (class A enzyme).
113,The titration of the reductase with NADH or dithionite yielded three distinct reduced forms of the enzyme: the reduction of the  center occurred with a midpoint redox potential of -171 mV; and the reduction of FAD to FAD.
114,"(semiquinone form), with a calculated midpoint redox potential of -244 mV."
115,The reduction of FAD.
116,"to FAD.. (dihydroquinone form), the last stage of the titration, occurred with a midpoint redox potential of -297 mV."
117,The  center could be removed from the protein by treatment with an excess of mersalyl acid.
118,"The -depleted protein was still reduced by NADH, giving rise to the formation of the anionic flavin semiquinone observed in the native enzyme, thus suggesting that the electron flow was NADH --> FAD -->  in this reductase."
119,"The resulting protein could no longer reduce cytochrome c, but could reduce 2,6-dichloroindophenol at a reduced rate.By enrichment and isolation techniques bacterial strains with the capacity to grow on aliphatic cyclic ethers (dioxane, tetrahydrofuran, 1,3-dioxolane) have been isolated."
120,Six strains that degrade tetrahydrofuran were classified as belonging to the genus Rhodococcus.
121,One of two strains that degrade dioxane instead of or in combination with tetrahydrofuran was further characterized and a hypothetical catabolic pathway comprising an initial 2-hydroxylation and several oxidation steps is postulated.A coryneform bacterium that is able to utilize cis- and trans-3-chloroacrylic acid as sole carbon source for growth was isolated from freshwater sediment.
122,"The organism was found to produce two inducible dehalogenases, one specific for the cis- and the other for trans-3-chloroacrylic acid."
123,Both dehalogenases were purified to homogeneity from cells induced for dehalogenase synthesis with 3-chlorocrotonic acid.
124,The enzymes produced muconic acid semialdehyde (3-oxopropionic acid) from their respective 3-chloroacrylic acid substrate.
125,No other substrates were found.
126,The cis-3-chloroacrylic acid dehalogenase consisted of two polypeptide chains of a molecular weight 16.2 kDa.
127,Trans-3-chloroacrylic acid dehalogenase was a protein with subunits of 7.4 and 8.7 kDa.
128,"The subunit and amino acid compositions and the N-terminal amino acid sequences of the enzymes indicate that they are not closely related.We report the isolation of Pseudomonas cepacia MB2, believed to be the first microorganism to utilize 2-methylbenzoic acid as the sole carbon source."
129,"Its growth range included all mono- and dimethylbenzoates (with the exception of 2,5- and 2,6-dimethylbenzoates) and 3-chloro-2-methylbenzoate (but not 4- or 5-chloro-2-methylbenzoate) but not chlorobenzoates lacking a methyl group."
130,"2-Chlorobenzoate, 3-chlorobenzoate, and 2,3-, 2,4-, and 3,4-dichlorobenzoates inhibited growth of MB2 on 2-methylbenzoate as a result of cometabolism to the corresponding chlorinated catechols which blocked the key enzyme catechol 2,3-dioxygenase."
131,"A metapyrocatechase-negative mutant, MB2-G5, showed accumulation of dimethylcatechols from 2,3- and 3,4-dimethylbenzoates, and phenols were detected in resting-cell transformation extracts bearing the same substitution pattern as the original substrate, presumably following thermal degradation of the intermediate dihydrodiol."
132,2-Methylphenol was also found in extracts of the mutant cells with 2-methylbenzoate.
133,These observations suggested a major route of methylbenzoate metabolism to be dioxygenation to a carboxy-hydrodiol which then forms a catechol derivative.
134,"In addition, the methyl group of 2-methylbenzoate was oxidized to isobenzofuranone (by cells of MB2-G5) and to phthalate (by cells of a separate mutant that could not utilize phthalate, MB2-D2)."
135,"This pathway also generated a chlorinated isobenzofuranone from 3-chloro-2-methylbenzoate.Peptides obtained by cleavage of a Rhodococcus rhodochrous K22 nitrilase, which acts on aliphatic nitriles such as acrylonitrile, crotonitrile, and glutaronitrile, have been sequenced."
136,The data allowed the design of oligonucleotide probes which were used to clone a nitrilase encoding gene.
137,"Plasmid pNK21, in which 2.05-kb sequence covering the region encoding the nitrilase was was placed under the control of the lac promoter, directed overproduction of enzymatically active nitrilase in response to addition of isopropyl beta-D-thiogalactopyranoside in Escherichia coli."
138,"Sodium dodecyl sulfate-polyacrylamide gel electrophoresis of the cell extract showed that the amount of nitrilase was about 40% of the total soluble proteins, leading to the establishment of a simple purification of the nitrilase."
139,"The nucleotide sequence of the nitrilase gene predicts a protein composed of 383 amino acids (M(r) = 42,275), including only one cysteine."
140,"The amino acid sequence homology between the Rhodococcus nitrilase and the Klebsiella ozaenae bromoxynil nitrilase  was 38.3%, and a unique cysteinyl residue (Cys-170) in the former nitrilase was conserved at the corresponding position in the latter nitrilase."
141,Cys-170 of the Rhodococcus nitrilase was replaced by Ala or Ser by site-directed mutagenesis.
142,"Both mutations resulted in the complete loss of nitrilase activity, clearly indicating that this cysteinyl residue is essential for the catalytic activity.Superoxide dismutase and Fe3+EDTA catalyzed the nitration by peroxynitrite (ONOO-) of a wide range of phenolics including tyrosine in proteins."
143,Nitration was not mediated by a free radical mechanism because hydroxyl radical scavengers did not reduce either superoxide dismutase or Fe3+EDTA-catalyzed nitration and nitrogen dioxide was not a significant product from either catalyst.
144,"Rather, metal ions appear to catalyze the heterolytic cleavage of peroxynitrite to form a nitronium-like species (NO2+)."
145,The calculated energy for separating peroxynitrous acid into hydroxide ion and nitronium ion is 13 kcal.mol-1 at pH 7.0.
146,Fe3+EDTA catalyzed nitration with an activation energy of 12 kcal.mol-1 at a rate of 5700 M-1.s-1 at 37 degrees C and pH 7.5.
147,"The reaction rate of peroxynitrite with bovine Cu,Zn superoxide dismutase was 10(5) M-1.s-1 at low superoxide dismutase concentrations, but the rate of nitration became independent of superoxide dismutase concentration above 10 microM with only 9% of added peroxynitrite yielding nitrophenol."
148,"We propose that peroxynitrite anion is more stable in the cis conformation, whereas only a higher energy species in the trans conformation can fit in the active site of Cu,Zn superoxide dismutase."
149,"At high superoxide dismutase concentrations, phenolic nitration may be limited by the rate of isomerization from the cis to trans conformations of peroxynitrite as well as by competing pathways for peroxynitrite decomposition."
150,"In contrast, Fe3+EDTA appears to react directly with the cis anion, resulting in greater nitration yields.A cDNA clone encoding phenol hydroxylase from the soil yeast Trichosporon cutaneum was isolated and characterized."
151,The clone was identified by hybridization screening of a bacteriophage lambda ZAP-based cDNA library with an oligonucleotide probe which corresponded to the N-terminal amino acid sequence of the purified enzyme.
152,The cDNA encodes a protein consisting of 664 amino acids.
153,Amino acid sequences of a number of peptides obtained by Edman degradation of various cleavage products of the purified enzyme were identified in the cDNA-derived sequence.
154,The phenol hydroxylase cDNA was expressed in Escherichia coli to yield high levels of active enzyme.
155,"The E. coli-derived phenol hydroxylase is very similar to the T. cutaneum enzyme with respect to the range of substrates acted upon, inhibition by excess phenol, and the order of magnitude of kinetic parameters in the overall reaction."
156,"Southern blot analysis revealed the presence of phenol hydroxylase gene-related sequences in a number of T. cutaneum and Trichosporon beigelii strains and in Cryptococcus elinovii but not in Trichosporon pullulans, Trichosporon penicillatum, or Candida tropicalis.Oxidation of benzocyclobutene by intact cells of Pseudomonas fluorescens 127-68 XVII, containing naphthalene dioxygenase, yielded exclusively benzylic oxidation products; benzocyclobutene-1-ol and benzocyclobutene-1-one."
157,No evidence for incorporation of oxygen into the aromatic ring was found.The bacterium Sphingomonas sp.
158,"strain SS3, which utilizes diphenyl ether and its 4-fluoro, 4-chloro, and (to a considerably lesser extent) 4-bromo derivatives as sole sources of carbon and energy, was enriched from soil samples of an industrial waste deposit."
159,The bacterium showed cometabolic activities toward all other isomeric monohalogenated diphenyl ethers.
160,"During diphenyl ether degradation in batch culture experiments, phenol and catechol were produced as intermediates which were then channeled into the 3-oxoadipate pathway."
161,"The initial step in the degradation follows the recently discovered mechanism of 1,2-dioxygenation, which yields unstable phenolic hemiacetals from diphenyl ether structures."
162,"Oxidation of the structure-related dibenzo-p-dioxin yielded 2-(2-hydroxyphenoxy)-muconate upon ortho cleavage of the intermediate 2,2\',3-trihydroxydiphenyl ether."
163,"Formation of phenol, catechol, halophenol, and halocatechol from the conversion of monohalogenated diphenyl ethers gives evidence for a nonspecific attack of the dioxygenating enzyme system.Two Rhodococcus erythropolis strains, HL 24-1 and HL 24-2, were isolated from soil and river water by their abilities to utilize 2,4-dinitrophenol (0.5 mM) as the sole source of nitrogen."
164,"Although succinate was supplied as a carbon and energy source during selection, both isolates could utilize 2,4-dinitrophenol also as the sole source of carbon."
165,"Both strains metabolized 2,4-dinitrophenol under concomitant liberation of stoichiometric amounts of nitrite and 4,6-dinitrohexanoate as a minor dead-end metabolite.Rhodococcus erythropolis HL 24-2, which was originally isolated as a 2,4-dinitrophenol-degrading bacterium, could also utilize picric acid as a nitrogen source after spontaneous mutation."
166,"During growth, the mutant HL PM-1 transiently accumulated an orange-red metabolite, which was identified as a hydride-Meisenheimer complex of picric acid."
167,This complex was formed as the initial metabolite and further converted with concomitant liberation of nitrite.
168,"2,4,6-Trinitrocyclohexanone was identified as a dead-end metabolite of the degradation of picric acid, indicating the addition of two hydride ions to picric acid.A bacterium (strain B1) utilizing hexadecyltrimethylammonium chloride as a carbon and energy source was isolated from activated sludge and tentatively identified as a Pseudomonas sp."
169,This bacterium only grew on alkyltrimethylammonium salts (C12 to C22) and possible intermediates of hexadecyltrimethylammonium chloride breakdown such as hexadecanoate and acetate.
170,Pseudomonas strain B1 did not grow on amines.
171,Simultaneous adaptation studies suggested that the bacterium oxidized only the alkyl chain of hexadecyltrimethylammonium chloride.
172,This was confirmed by the stoichiometric formation of trimethylamine from hexadecyltrimethylammonium chloride.
173,"The initial hexadecyltrimethylammonium chloride oxygenase activity, measured by its ability to form trimethylamine, was NAD(P)H and O2 dependent."
174,"Finally, assays of aldehyde dehydrogenase, hexadecanoyl-coenzyme A dehydrogenase, and isocitrate lyase in cell extracts revealed the potential of Pseudomonas strain B1 to metabolize the alkyl chain via beta-oxidation.The reactions involved in the bacterial metabolism of naphthalene to salicylate have been reinvestigated by using recombinant bacteria carrying genes cloned from plasmid NAH7."
175,"When intact cells of Pseudomonas aeruginosa PAO1 carrying DNA fragments encoding the first three enzymes of the pathway were incubated with naphthalene, they formed products of the dioxygenase-catalyzed ring cleavage of 1,2-dihydroxynaphthalene."
176,These products were separated by chromatography on Sephadex G-25 and were identified by 1H and 13C nuclear magnetic resonance spectroscopy and gas chromatography-mass spectrometry as 2-hydroxychromene-2-carboxylate (HCCA) and trans-o-hydroxybenzylidenepyruvate (tHBPA).
177,"HCCA was detected as the first reaction product in these incubation mixtures by its characteristic UV spectrum, which slowly changed to a spectrum indicative of an equilibrium mixture of HCCA and tHBPA."
178,Isomerization of either purified product occurred slowly and spontaneously to give an equilibrium mixture of essentially the same composition.
179,tHBPA is also formed from HCCA by the action of an isomerase enzyme encoded by plasmid NAH7.
180,"The gene encoding this enzyme, nahD, was cloned on a 1.95-kb KpnI-BglII fragment."
181,Extracts of Escherichia coli JM109 carrying this fragment catalyzed the rapid equilibration of HCCA and tHBPA.
182,Metabolism of tHBPA to salicylaldehyde by hydration and aldol cleavage is catalyzed by a single enzyme encoded by a 1-kb MluI-StuI restriction fragment.
183,A mechanism for the hydratase-aldolase-catalyzed reaction is proposed.
184,"The salicylaldehyde dehydrogenase gene, nahF, was cloned on a 2.75-kb BamHI fragment which also carries the naphthalene dihydrodiol dehydrogenase gene, nahB."
185,"On the basis of the identification of the enzymes encoded by various clones, the gene order for the nah operon was shown to be p, A, B, F, C, E, D.During the course of the transformation of 1,3-dichloro-2-propanol (DCP) into (R)-3-chloro-1,2-propanediol  with the cell extract of Corynebacterium sp."
186,"strain N-1074, epichlorohydrin (ECH) was transiently formed."
187,The cell extract was fractionated into two DCP-dechlorinating activities (fractions Ia and Ib) and two ECH-hydrolyzing activities (fractions IIa and IIb) by TSKgel DEAE-5PW column chromatography.
188,"Fractions Ia and Ib catalyzed the interconversion of DCP to ECH, and fractions IIa and IIb catalyzed the transformation of ECH into MCP."
189,"Fractions Ia and IIa showed only low enantioselectivity for each reaction, whereas fractions Ib and IIb exhibited considerable enantioselectivity, yielding R-rich ECH and MCP, respectively."
190,"Enzymes Ia and Ib were isolated from fractions Ia and Ib, respectively."
