Sentence #	Word	POS	Tag
20	of	IN	O
20	sulfhydryl	NN	O
20	groups	NNS	O
20	in	IN	O
20	the	DT	O
20	enzymic	JJ	O
20	action	NN	O
20	was	VBD	O
20	also	RB	O
20	suggested	VBN	O
20	by	IN	O
20	the	DT	O
20	observation	NN	O
20	that	IN	O
20	the	DT	O
20	enzyme	NN	O
20	activity	NN	O
20	was	VBD	O
20	inhibited	VBN	O
20	in	IN	O
20	the	DT	O
20	presence	NN	O
20	of	IN	O
20	pcmb	NN	O
20	and	CC	O
20	could	MD	O
20	be	VB	O
20	recovered	VBN	O
20	by	IN	O
20	the	DT	O
20	addition	NN	O
20	of	IN	O
20	glutathione.phthalate	NN	O
20	is	VBZ	O
20	degraded	VBN	O
20	through	IN	O
20	and	CC	O
20	protocatechuate	NN	O
20	in	IN	O
20	pseudomonas	NNS	O
20	testosteroni	NN	O
20	nh1000	NN	O
20	.	.	O
21	the	DT	O
21	ezyme	NN	O
21	decarboxylase	NN	I-ENZ
21	catalyzing	VBG	O
21	the	DT	O
21	conversion	NN	O
21	of	IN	O
21	to	TO	O
21	protocatechuate	NN	O
21	and	CC	O
21	carbon	NN	O
21	dioxide	NN	O
21	was	VBD	O
21	purified	VBN	O
21	approximately	RB	O
21	130-fold	JJ	O
21	from	IN	O
21	phthalate-induced	JJ	O
21	cells	NNS	O
21	of	IN	O
21	a	DT	O
21	protocatechuate	NN	O
21	mutant	NN	O
21	of	IN	O
21	p.	NN	O
21	testosteroni	NN	O
21	.	.	O
22	the	DT	O
22	most	JJS	O
22	purified	VBN	O
22	preparation	NN	O
22	showed	VBD	O
22	a	DT	O
22	single	JJ	O
22	protein	NN	O
22	band	NN	O
22	on	IN	O
22	sodium	NN	O
22	dodecyl	NN	O
22	sulfate-acrylamide	NN	O
22	disc	NN	O
22	gel	NN	O
22	electrophoresis	NN	O
22	with	IN	O
22	a	DT	O
22	molecular	NN	O
22	weight	NN	O
22	of	IN	O
22	.	.	O
23	the	DT	O
23	apparent	NN	O
23	molecular	NN	O
23	weight	NN	O
23	of	IN	O
23	the	DT	O
23	native	JJ	O
23	enzyme	NN	O
23	determined	VBN	O
23	by	IN	O
23	sephadex	NN	O
23	g-200	NN	O
23	column	NN	O
23	chromatography	NN	O
23	was	VBD	O
23	.	.	O
24	among	IN	O
24	the	DT	O
24	substrate	NN	O
24	analogs	NNS	O
24	tested	VBN	O
24	only	RB	O
24	4-hydroxyphthalate	JJ	O
24	served	VBD	O
24	as	IN	O
24	a	DT	O
24	substrate	NN	O
24	which	WDT	O
24	was	VBD	O
24	decarboxylated	VBN	O
24	to	TO	O
24	form	NN	O
24	m-hydroxybenzoate	NN	O
24	.	.	O
25	the	DT	O
25	apparent	NN	O
25	km	NNP	O
25	values	NNS	O
25	for	IN	O
25	and	CC	O
25	4-hydroxyphthalate	JJ	O
25	were	VBD	O
25	estimated	VBN	O
25	to	TO	O
25	be	VB	O
25	10.5	CD	O
25	micrometer	NN	O
25	and	CC	O
25	1.25	CD	O
25	mm	NN	O
25	respectively	RB	O
25	and	CC	O
25	the	DT	O
25	vmax	NN	O
25	for	IN	O
25	the	DT	O
25	former	JJ	O
25	was	VBD	O
25	10	CD	O
25	times	NNS	O
25	larger	JJR	O
25	than	IN	O
25	that	IN	O
25	for	IN	O
25	the	DT	O
25	latter	NN	O
25	.	.	O
26	whereas	NNS	O
26	the	DT	O
26	wild-type	NN	O
26	strain	NN	O
26	could	MD	O
26	utilize	VB	O
26	4-hydroxyphthalate	JJ	O
26	as	IN	O
26	a	DT	O
26	sole	NN	O
26	source	NN	O
26	of	IN	O
26	carbon	NN	O
26	none	NN	O
26	of	IN	O
26	the	DT	O
26	following	VBG	O
26	could	MD	O
26	grow	NN	O
26	with	IN	O
26	the	DT	O
26	compound	NN	O
26	:	:	O
26	decarboxylase-deficient	NN	O
26	m-hydroxybenzoate-nondegradable	JJ	O
26	and	CC	O
26	protocatechuate	NN	O
26	mutants	NNS	O
26	.	.	O
27	since	IN	O
27	one-step	NN	O
27	revertants	NNS	O
27	of	IN	O
27	these	DT	O
27	mutants	NNS	O
27	could	MD	O
27	utilize	VB	O
27	4-hydroxyphthalate	JJ	O
27	the	DT	O
27	compound	NN	O
27	appears	VBZ	O
27	to	TO	O
27	be	VB	O
27	metabolized	VBN	O
27	through	IN	O
27	m-hydroxybenzoate	NN	O
27	and	CC	O
27	protocatechuate	NN	O
27	in	IN	O
27	p.	NN	O
27	testosteroni	NN	O
27	nh1000.a	NN	O
27	strain	NN	O
27	of	IN	O
27	pseudomonas	NNS	O
27	putida	NN	O
27	that	IN	O
27	can	MD	O
27	utilize	VB	O
27	naphthalene	NN	O
27	as	IN	O
27	its	PRP$	O
27	sole	NN	O
27	source	NN	O
27	of	IN	O
27	carbon	NN	O
27	and	CC	O
27	energy	NN	O
27	was	VBD	O
27	isolated	JJ	O
27	from	IN	O
27	soil	NN	O
27	.	.	O
28	a	DT	O
28	mutant	NN	O
28	strain	NN	O
28	of	IN	O
28	this	DT	O
28	organism	NN	O
28	p.	NN	O
28	putida	NN	O
28	119	CD	O
28	when	WRB	O
28	grown	NN	O
28	on	IN	O
28	glucose	NN	O
28	in	IN	O
28	the	DT	O
28	presence	NN	O
28	of	IN	O
28	naphthalene	NN	O
28	accumulates	NNS	O
28	optically	RB	O
28	pure	NN	O
28	(	(	O
28	+	NN	O
28	)	)	O
28	#NAME?	NN	O
28	(	(	O
28	r	NN	O
28	)	)	O
28	(	(	O
28	s	NN	O
28	)	)	O
28	in	IN	O
28	the	DT	O
28	culture	NN	O
28	medium	NN	O
28	.	.	O
29	the	DT	O
29	cis	NN	O
29	relative	NN	O
29	stereochemistry	NN	O
29	in	IN	O
29	this	DT	O
29	molecule	NN	O
29	was	VBD	O
29	established	VBN	O
29	by	IN	O
29	nuclear	JJ	O
29	magnetic	JJ	O
29	resonance	NN	O
29	spectrometry	NN	O
29	.	.	O
30	radiochemical	JJ	O
30	trapping	VBG	O
30	experiments	NNS	O
30	established	VBN	O
30	that	IN	O
30	this	DT	O
30	cis	NN	O
30	dihydrodiol	NN	O
30	is	VBZ	O
30	an	DT	O
30	intermediate	NN	O
30	in	IN	O
30	the	DT	O
30	metabolism	NN	O
30	of	IN	O
30	naphthalene	NN	O
30	by	IN	O
30	p.	NN	O
30	fluorescens	NNS	O
30	(	(	O
30	formerly	RB	O
30	atcc	NN	O
30	17483	CD	O
30	)	)	O
30	p.	NN	O
30	putida	NN	O
30	(	(	O
30	atcc	NN	O
30	17484	CD	O
30	)	)	O
30	and	CC	O
30	a	DT	O
30	pseudomonas	NNS	O
30	species	NNS	O
30	(	(	O
30	ncib	NN	O
30	9816	CD	O
30	)	)	O
30	as	IN	O
30	well	RB	O
30	as	IN	O
30	the	DT	O
30	parent	NN	O
30	strain	NN	O
30	of	IN	O
30	p.	NN	O
30	putida	NN	O
30	described	NN	O
30	in	IN	O
30	this	DT	O
30	report	NN	O
30	.	.	O
31	formation	NN	O
31	of	IN	O
31	the	DT	O
31	cis	NN	O
31	dihydrodiol	NN	O
31	is	VBZ	O
31	catalyzed	VBN	O
31	by	IN	O
31	a	DT	O
31	dioxygenase	NN	B-ENZ
31	which	WDT	O
31	requires	VBZ	O
31	either	DT	O
31	nadh	NN	O
31	or	CC	O
31	nadph	NN	O
31	as	IN	O
31	an	DT	O
31	electron	NN	O
31	donor	NN	O
31	.	.	O
32	a	DT	O
32	double	RB	O
32	label	NN	O
32	procedure	NN	O
32	is	VBZ	O
32	described	NN	O
32	for	IN	O
32	determining	VBG	O
32	the	DT	O
32	origin	NN	O
32	of	IN	O
32	oxygen	NN	O
32	in	IN	O
32	the	DT	O
32	cis	NN	O
32	dihydrodiol	NN	O
32	under	IN	O
32	conditions	NNS	O
32	where	WRB	O
32	this	DT	O
32	metabolite	NN	O
32	would	MD	O
32	not	RB	O
32	normally	RB	O
32	accumulate	NN	O
32	.	.	O
33	several	JJ	O
33	aromatic	JJ	O
33	hydrocarbons	NNS	O
33	are	VBP	O
33	oxidized	VBN	O
33	by	IN	O
33	cell	NN	O
33	extracts	NNS	O
33	prepared	JJ	O
33	from	IN	O
33	naphthalene-grown	JJ	O
33	cells	NNS	O
33	of	IN	O
33	p.	NN	O
33	putida	NN	O
33	.	.	O
34	the	DT	O
34	cis	NN	O
34	dihydrodiol	NN	O
34	is	VBZ	O
34	converted	VBN	O
34	to	TO	O
34	by	IN	O
34	an	DT	O
34	NAD+-dependent	NN	B-ENZ
34	dehydrogenase	NN	I-ENZ
34	.	.	O
35	this	DT	O
35	enzyme	NN	O
35	is	VBZ	O
35	specific	JJ	O
35	for	IN	O
35	the	DT	O
35	(	(	O
35	+	NN	O
35	)	)	O
35	isomer	NN	O
35	of	IN	O
35	the	DT	O
35	dihydrodiol	NN	O
35	and	CC	O
35	shows	NNS	O
35	a	DT	O
35	primary	NN	O
35	isotope	NN	O
35	effect	NN	O
35	when	WRB	O
35	the	DT	O
35	dihydrodiol	NN	O
35	is	VBZ	O
35	substituted	VBN	O
35	at	IN	O
35	c-2	NN	O
35	with	IN	O
35	deuterium.the	NN	O
35	mutagenicity	NN	O
35	of	IN	O
35	17	CD	O
35	aliphatic	JJ	O
35	epoxides	NNS	O
35	was	VBD	O
35	determined	VBN	O
35	using	VBG	O
35	the	DT	O
35	specially	RB	O
35	constructed	VBN	O
35	mutants	NNS	O
35	of	IN	O
35	salmonella	NN	O
35	typhimurium	NN	O
35	developed	NN	O
35	by	IN	O
35	ames	NNS	O
35	.	.	O
36	the	DT	O
36	activity	NN	O
36	of	IN	O
36	these	DT	O
36	epoxides	NNS	O
36	together	RB	O
36	with	IN	O
36	those	DT	O
36	reported	VBD	O
36	in	IN	O
36	the	DT	O
36	literature	NN	O
36	as	IN	O
36	mutagens	NNS	O
36	in	IN	O
36	strains	NNS	O
36	ta100	NN	O
36	and	CC	O
36	ta1535	NN	O
36	depended	VBN	O
36	on	IN	O
36	the	DT	O
36	degree	NN	O
36	of	IN	O
36	substitution	NN	O
36	around	IN	O
36	the	DT	O
36	oxirane	NN	O
36	ring	NN	O
36	.	.	O
37	monosubstituted	VBN	O
37	oxiranes	NNS	O
37	were	VBD	O
37	the	DT	O
37	most	JJS	O
37	potent	NN	O
37	mutagens	NNS	O
37	in	IN	O
37	both	DT	O
37	strains	NNS	O
37	.	.	O
38	resulted	VBD	O
38	in	IN	O
38	the	DT	O
38	complete	JJ	O
38	loss	NN	O
38	or	CC	O
38	reduction	NN	O
38	of	IN	O
38	mutagenicity	NN	O
38	and	CC	O
38	tetrasubstituted	VBN	O
38	oxiranes	NNS	O
38	all	DT	O
38	lacked	VBN	O
38	mutagenicity	NN	O
38	while	IN	O
38	the	DT	O
38	oxiranes	NNS	O
38	tested	VBN	O
38	were	VBD	O
38	weakly	NN	O
38	mutagenic	NN	O
38	in	IN	O
38	strain	NN	O
38	ta100	NN	O
38	only	RB	O
38	.	.	O
39	for	IN	O
39	the	DT	O
39	monosubstituted	VBN	O
39	compounds	NNS	O
39	the	DT	O
39	presence	NN	O
39	of	IN	O
39	electron-withdrawing	NN	O
39	substituents	NNS	O
39	increased	VBN	O
39	mutagenicity.pseudomonas	NNS	O
39	sp	NN	O
39	.	.	O
40	n.c.i.b	NN	O
40	.	.	O
41	9816	CD	O
41	strain	NN	O
41	11	CD	O
41	when	WRB	O
41	grown	NN	O
41	on	IN	O
41	salicylate	NN	O
41	in	IN	O
41	the	DT	O
41	presence	NN	O
41	of	IN	O
41	dibenzodioxan	NN	O
41	accumulated	VBN	O
41	and	CC	O
41	2-hydroxydibenzodioxan	JJ	O
41	in	IN	O
41	the	DT	O
41	culture	NN	O
41	medium	NN	O
41	.	.	O
42	each	DT	O
42	metabolite	NN	O
42	was	VBD	O
42	isolated	JJ	O
42	in	IN	O
42	crystalline	NN	O
42	form	NN	O
42	and	CC	O
42	identified	VBN	O
42	by	IN	O
42	a	DT	O
42	variety	NN	O
42	of	IN	O
42	conventional	JJ	O
42	chemical	NN	O
42	techniques	NNS	O
42	.	.	O
43	crude	NN	O
43	cell	NN	O
43	extracts	NNS	O
43	prepared	JJ	O
43	from	IN	O
43	the	DT	O
43	parental	NN	O
43	strain	NN	O
43	grown	NN	O
43	with	IN	O
43	naphthalene	NN	O
43	oxidized	VBN	O
43	under	IN	O
43	both	DT	O
43	aerobic	NN	O
43	and	CC	O
43	anaerobic	NN	O
43	conditions	NNS	O
43	to	TO	O
43	.	.	O
44	further	RB	O
44	degradation	NN	O
44	of	IN	O
44	this	DT	O
44	metabolite	NN	O
44	was	VBD	O
44	not	RB	O
44	detected.an	NN	O
44	analytical	JJ	O
44	procedure	NN	O
44	for	IN	O
44	the	DT	O
44	separation	NN	O
44	detection	NN	O
44	and	CC	O
44	identification	NN	O
44	of	IN	O
44	some	DT	O
44	of	IN	O
44	the	DT	O
44	compounds	NNS	O
44	produced	VBN	O
44	by	IN	O
44	a	DT	O
44	cell	NN	O
44	preparation	NN	O
44	of	IN	O
44	the	DT	O
44	fungus	NN	O
44	candida	NN	O
44	humicola	NN	O
44	from	IN	O
44	74as-arsenate	JJ	O
44	#NAME?	NN	O
44	and	CC	O
44	#NAME?	NN	O
44	has	VBZ	O
44	been	VBN	O
44	devised	VBN	O
44	and	CC	O
44	tested	VBN	O
44	.	.	O
45	it	PRP	O
45	has	VBZ	O
45	been	VBN	O
45	possible	JJ	O
45	to	TO	O
45	detect	NN	O
45	five	CD	O
45	distinct	NN	O
45	74as-containing	JJ	O
45	compounds	NNS	O
45	following	VBG	O
45	the	DT	O
45	incubation	NN	O
45	of	IN	O
45	74as-arsenate	JJ	O
45	with	IN	O
45	a	DT	O
45	broken	NN	O
45	cell	NN	O
45	homogenate	NN	O
45	three	CD	O
45	of	IN	O
45	which	WDT	O
45	have	VB	O
45	been	VBN	O
45	identified	VBN	O
45	as	IN	O
45	arsenite	NN	O
45	methylarsonate	NN	O
45	and	CC	O
45	dimethylarsinate	NN	O
45	.	.	O
46	with	IN	O
46	methylarsonate	NN	O
46	as	IN	O
46	substrate	NN	O
46	dimethylarsinate	NN	O
46	and	CC	O
46	trimethylarsine	NN	O
46	oxide	NN	O
46	are	VBP	O
46	produced	VBN	O
46	.	.	O
47	products	NNS	O
47	from	IN	O
47	dimethylarsinate	NN	O
47	include	NN	O
47	methylarsonate	NN	O
47	and	CC	O
47	trimethylarsine	NN	O
47	oxide	NN	O
47	as	IN	O
47	well	RB	O
47	as	IN	O
47	an	DT	O
47	unknown	JJ	O
47	species	NNS	O
47	.	.	O
48	the	DT	O
48	absence	NN	O
48	of	IN	O
48	any	DT	O
48	transformation	NN	O
48	when	WRB	O
48	buffer	NN	O
48	replaces	NNS	O
48	the	DT	O
48	cell	NN	O
48	preparation	NN	O
48	implicates	NNS	O
48	these	DT	O
48	various	JJ	O
48	compounds	NNS	O
48	as	IN	O
48	intermediates	NNS	O
48	in	IN	O
48	a	DT	O
48	biological	JJ	O
48	synthesis	NN	O
48	of	IN	O
48	trimethylarsine.a	NN	O
48	variety	NN	O
48	of	IN	O
48	octane-utilizing	NN	O
48	bacteria	NNS	O
48	and	CC	O
48	fungi	NNS	O
48	were	VBD	O
48	screened	VBN	O
48	for	IN	O
48	growth	NN	O
48	on	IN	O
48	some	DT	O
48	terminally	RB	O
48	branched	VBN	O
48	dimethyloctane	NN	O
48	derivatives	NNS	O
48	to	TO	O
48	explore	NN	O
48	the	DT	O
48	effects	NNS	O
48	of	IN	O
48	iso-	NN	O
48	and	CC	O
48	anteiso-termini	NN	O
48	on	IN	O
48	the	DT	O
48	biodegradability	NN	O
48	of	IN	O
48	such	JJ	O
48	hydrocarbons	NNS	O
48	.	.	O
49	of	IN	O
49	27	CD	O
49	microbial	NN	O
49	strains	NNS	O
49	tested	VBN	O
49	only	RB	O
49	9	CD	O
49	were	VBD	O
49	found	NN	O
49	to	TO	O
49	use	NN	O
49	any	DT	O
49	of	IN	O
49	the	DT	O
49	branched	VBN	O
49	hydrocarbons	NNS	O
49	tested	VBN	O
49	as	IN	O
49	a	DT	O
49	sole	NN	O
49	carbon	NN	O
49	source	NN	O
49	and	CC	O
49	then	RB	O
49	only	RB	O
49	those	DT	O
49	hydrocarbons	NNS	O
49	containing	VBG	O
49	at	IN	O
49	least	JJS	O
49	one	CD	O
49	iso-terminus	NN	O
49	were	VBD	O
49	susceptible	JJ	O
49	to	TO	O
49	degradation	NN	O
49	.	.	O
50	anteiso-or	JJ	O
50	isopropenyl	NN	O
50	termini	NN	O
50	prevented	VBN	O
50	biodegradation	NN	O
50	.	.	O
51	none	NN	O
51	of	IN	O
51	the	DT	O
51	hydrocarbonoclastic	JJ	O
51	yeasts	NNS	O
51	tested	VBN	O
51	was	VBD	O
51	able	JJ	O
51	to	TO	O
51	utilize	VB	O
51	branched-hydrocarbon	NN	O
51	growth	NN	O
51	sustrates	NNS	O
51	.	.	O
52	in	IN	O
52	the	DT	O
52	case	NN	O
52	of	IN	O
